,YearTerm,Subject,Number,Course Title,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Primary Instructor
80611,2021-fa,ASTR,121,Solar System and Worlds Beyond,61,18,13,6,10,8,6,3,4,1,1,2,4,1,"Winans, Amanda"
81758,2021-fa,ASTR,122,Stars and Galaxies,22,33,25,14,13,5,1,9,3,0,0,3,7,0,"Dunne, Bryan C"
35640,2021-fa,ASTR,150,Killer Skies: Astro-Disasters,41,23,8,9,9,3,4,2,2,0,2,1,6,0,"Dunne, Bryan C"
71399,2021-fa,ASTR,210,Introduction to Astrophysics,0,32,0,0,18,0,0,10,0,0,4,0,4,1,"French, Katheryn D"
63784,2021-fa,ASTR,350,"Big Bang,Black Holes,Universe",3,25,1,3,5,2,1,0,1,0,0,0,0,1,"Shen, Yue"
52018,2021-fa,ASTR,404,Stellar Astrophysics,14,6,6,3,3,1,1,2,1,0,3,1,0,2,"Fields, Brian D"
28027,2021-fa,ASTR,406,Galaxies and the Universe,5,8,7,3,6,3,1,2,2,1,0,1,3,2,"Wong, Tony"
47239,2021-fa,ATMS,100,Introduction to Meteorology,17,51,23,25,36,6,7,17,2,3,4,0,7,1,"Frame, Jeffrey"
29763,2021-fa,ATMS,120,Severe and Hazardous Weather,39,184,42,36,85,24,10,25,6,2,8,4,18,8,"Choate, Jessica J"
46085,2021-fa,ATMS,140,Climate and Global Change,14,20,15,7,10,9,6,6,1,2,2,0,8,0,"Sriver, Ryan"
32315,2021-fa,ATMS,305,Computing and Data Analysis,4,16,1,1,1,0,0,0,0,0,0,0,0,0,"Jewett, Brian F"
97414,2021-fa,BADM,210,Business Analytics I,1,170,23,13,13,2,0,2,1,0,0,0,2,1,"Larson, Eric"
72620,2021-fa,BADM,211,Business Analytics II,4,21,2,2,4,1,1,1,1,0,0,0,0,0,"Zhao, Tiancheng"
79871,2021-fa,BADM,261,Technology & Mgmt Seminar,33,50,5,0,1,0,0,1,0,0,0,0,0,0,"Koon, Samantha L"
96389,2021-fa,BADM,275,Operations Management,7,19,0,0,0,1,0,0,0,0,0,0,0,0,"Han, Rongqing"
61397,2021-fa,BADM,300,The Legal Environment of Bus,23,35,17,9,7,4,2,2,2,1,0,1,0,1,"Warnick, Emerson T"
94559,2021-fa,BADM,310,Mgmt and Organizational Beh,204,126,23,9,11,3,1,2,1,0,2,0,1,0,"White, Judith B"
24886,2021-fa,BADM,313,Strategic Human Res Management,2,31,0,1,1,0,0,0,0,0,0,0,0,0,"Chhillar, Deepika"
71344,2021-fa,BADM,314,Leading Negotiations,23,22,10,3,5,0,0,1,0,0,0,0,0,0,"Ward, Sarah"
99024,2021-fa,BADM,320,Principles of Marketing,139,45,14,11,10,1,0,2,0,0,1,0,3,1,"Wolters, Mark E"
26701,2021-fa,BADM,321,Principles of Retailing,0,23,4,3,2,0,0,2,0,0,0,0,0,0,"Gill, Shahbaz"
25893,2021-fa,BADM,322,Marketing Research,0,37,2,1,0,0,0,0,0,0,0,0,0,0,"Kim, Myoung Hee"
68522,2021-fa,BADM,323,Marketing Communications,0,13,22,0,0,0,1,0,0,0,0,0,0,0,"White, Tiffany B"
39396,2021-fa,BADM,324,Purchasing and Supply Mgmnt,29,8,3,1,2,2,0,0,0,0,0,0,1,0,"Cockrell, Adam L"
72366,2021-fa,BADM,325,Consumer Behavior,20,19,15,1,0,1,0,0,0,0,0,0,0,0,"Lim, Sarah"
41060,2021-fa,BADM,326,Pricing Strategy,2,14,8,0,5,0,0,9,0,0,0,0,1,0,"Liu, Yunchuan"
39040,2021-fa,BADM,329,New Product Development,9,20,2,4,0,1,0,0,0,0,0,0,0,0,"Sethi, Simrun S"
12289,2021-fa,BADM,335,Supply Chain Management Basics,0,11,9,5,10,2,1,1,2,1,0,0,1,0,"Scott, Nehemiah"
72850,2021-fa,BADM,336,Modeling the Supply Chain,12,8,8,0,3,0,0,0,0,0,0,0,0,0,"Mehrotra, Mili"
34621,2021-fa,BADM,340,Ethical Dilemmas of Business,2,13,4,1,3,0,0,0,0,0,0,0,1,0,"Winter, Gretchen A"
95820,2021-fa,BADM,350,IT for Networked Organizations,2,36,9,6,0,0,1,0,0,0,0,0,0,0,"Subramanyam, Ramanath"
22059,2021-fa,BADM,351,Social Media Strategy,14,28,13,5,4,1,0,0,0,0,0,0,0,0,"Ivanov, Anton"
65709,2021-fa,BADM,352,Database Design and Management,3,39,2,0,1,0,0,0,0,0,0,0,0,0,"Pamuksuz, Utku"
12031,2021-fa,BADM,353,Info Sys Analysis and Design,0,38,9,6,7,1,2,0,0,0,0,0,0,0,"Haran, Vidya"
48123,2021-fa,BADM,356,Data Science and Analytics,0,55,0,0,4,0,0,0,0,0,0,0,0,0,"Nelson, Matthew L"
84049,2021-fa,BADM,365,New Product Marketing,0,17,15,5,1,0,0,0,0,0,0,0,0,0,"Mehta, Ravi P"
55542,2021-fa,BADM,367,Mgmt of Innov and Technology,0,62,2,1,0,0,0,0,0,0,0,0,0,0,"Corredor Waldro, Sandra T"
77622,2021-fa,BADM,374,Management Decision Models,3,16,10,12,3,4,2,0,0,0,0,0,0,1,"Ye, Han"
38579,2021-fa,BADM,375,Operations Strategy,3,9,7,13,6,3,1,3,0,1,0,0,0,0,"Moshref Javadi, Mohammad"
23494,2021-fa,BADM,378,Logistics Management,8,13,0,1,0,0,0,0,0,0,0,0,0,0,"Mukherjee, Ujjal K"
77269,2021-fa,BADM,380,International Business,31,12,5,1,4,0,0,2,0,0,0,0,0,0,"Minefee, Ishva"
64759,2021-fa,BADM,381,Multinational Management,1,21,3,2,0,0,0,0,0,0,0,0,0,0,"Feng, Yilang"
32718,2021-fa,BADM,446,Entrep: New Venture Creation,4,9,5,7,1,0,0,0,0,0,0,0,0,0,"Graebner, Melissa E"
16927,2021-fa,BADM,449,Business Policy and Strategy,0,30,8,0,1,0,0,0,0,0,0,0,0,0,"Chattopadhyay, Shinjinee"
11913,2021-fa,BADM,453,Business Intelligence,10,42,1,0,1,0,0,0,0,0,0,0,0,0,"Ivanov, Anton"
88495,2021-fa,BADM,458,IT Governance,0,7,11,5,7,1,1,0,0,0,0,0,0,1,"Kertcher, Zack"
51004,2021-fa,BADM,460,Business Process Modeling,2,55,2,4,1,0,0,0,0,0,0,0,0,0,"Wang, Yixin"
76088,2021-fa,BADM,502,Communicating with Data,0,32,2,1,1,0,0,0,0,0,0,0,0,0,"Baddam, Swathi Reddy"
54882,2021-fa,BADM,508,Leadership and Teams,4,21,8,6,6,2,0,0,0,0,0,0,0,0,"Kraatz, Matthew S"
40732,2021-fa,BADM,509,Managing Organizations,235,587,156,88,52,26,17,9,4,2,3,4,39,8,"Bednar, Michael K"
63359,2021-fa,BADM,513,Communication Strategy in Bus,1,28,3,0,0,1,0,0,0,0,0,0,0,0,"Noonan, James R"
94326,2021-fa,BADM,514,Managing Innovation,0,14,11,3,0,0,0,0,0,0,0,0,0,0,"Love, E G"
36752,2021-fa,BADM,520,Marketing Management,1,15,12,12,2,1,0,0,0,0,0,0,0,0,"Noel, Hayden N"
97870,2021-fa,BADM,540,Frontiers in Technology,16,77,2,3,0,0,0,1,0,0,0,0,0,0,"Parthasarathy, Rangarajan"
86204,2021-fa,BADM,550,Business Practicum,0,11,4,4,4,1,0,0,0,0,0,0,1,0,"Kertcher, Zack"
95510,2021-fa,BADM,554,Enterprise Database Management,1,10,8,6,3,1,0,0,0,0,0,0,1,0,"Sachdev, Vishal"
26543,2021-fa,BADM,566,Supply Chain Management,2,26,11,4,1,0,0,0,0,0,0,0,0,0,"Seshadri, Sridhar"
80971,2021-fa,BADM,567,Process Management,201,591,200,105,67,10,7,6,0,0,0,0,10,0,"Anand, Gopesh J"
31983,2021-fa,BADM,572,Stat for Mgt Decision Making,30,253,140,68,173,33,32,20,7,0,9,0,7,9,"Taghaboni-Dutta, Fataneh"
55431,2021-fa,BADM,590,Negotiations,0,7,16,14,7,3,3,0,0,0,0,0,0,0,"Loewenstein, Jeffrey"
57505,2021-fa,BCOG,100,Intro to Brain & Cognitive Sci,0,23,0,0,9,0,0,1,0,0,1,0,0,0,"Willits, Jon A"
98408,2021-fa,BCS,115,South Slavic Cultures,7,19,5,0,0,3,1,1,1,0,0,0,3,0,"Wright, Peter Q"
31198,2021-fa,BDI,513,Data Storytelling,0,27,0,0,0,0,0,1,0,0,0,0,0,0,"Yun, Joseph T"
15710,2021-fa,BIOC,460,Biochemistry Senior Seminar,2,7,6,3,2,1,3,1,0,0,0,0,0,0,"Shapiro, David J"
55399,2021-fa,BIOE,120,Introduction to Bioengineering,36,19,2,2,0,0,0,0,0,0,0,0,0,0,"Best, Catherine"
41027,2021-fa,BIOE,201,Conservation Principles Bioeng,6,22,29,5,17,5,2,5,0,1,1,0,0,0,"Amos, Jennifer"
56936,2021-fa,BIOE,202,Cell & Tissue Engineering Lab,2,7,11,11,6,3,3,1,0,1,0,0,1,1,"Jensen, Karin J"
40207,2021-fa,BIOE,206,Cellular Bioengineering,6,44,0,11,15,0,7,10,0,0,2,0,1,0,"Sirk, Shannon"
59276,2021-fa,BIOE,302,Modeling Human Physiology,2,48,0,5,28,0,0,4,0,0,1,0,2,0,"Sutton, Brad"
89801,2021-fa,BIOE,414,Biomedical Instrumentation,3,13,7,11,8,3,1,1,1,2,0,0,0,0,"Irudayaraj, Joseph M"
21907,2021-fa,BIOE,415,Biomedical Instrumentation Lab,5,15,4,4,4,1,0,0,0,0,0,0,0,0,"Reck, Rebecca M"
13921,2021-fa,BIOE,435,Senior Design I,6,20,14,4,0,0,0,0,0,0,0,0,0,0,"Golecki, Holly M"
14758,2021-fa,BIOE,436,Senior Design II,1,23,12,8,0,0,0,0,0,0,0,0,0,0,"Golecki, Holly M"
75984,2021-fa,BIOE,476,Tissue Engineering,32,37,15,6,5,4,2,0,0,0,0,0,2,0,"Underhill, Gregory H"
77968,2021-fa,BIOE,498,Surgical Technologies,11,14,9,4,1,0,0,1,0,0,0,0,0,0,"Nie, Shuming"
94401,2021-fa,BIOE,502,Bioengineering Professionalism,0,28,0,0,1,0,0,0,0,0,0,0,0,0,"Gaj, Thomas"
39822,2021-fa,BIOE,504,Analytical Methods in Bioeng,3,14,7,2,1,0,0,0,0,0,0,0,0,0,"Lam, Fan"
33772,2021-fa,BIOE,505,Computational Bioengineering,16,4,2,4,0,0,1,0,0,0,0,0,0,0,"Maslov, Sergei"
38160,2021-fa,BIOP,401,Introduction to Biophysics,4,5,8,4,0,1,1,0,0,0,0,0,0,0,"Wu, Nicholas Ching"
15654,2021-fa,BTW,250,Principles Bus Comm,5,13,1,1,1,0,0,0,0,0,0,0,0,0,"Hapke, Gail L"
83080,2021-fa,BUS,101,Prof Responsibility & Business,0,23,3,0,1,1,0,0,0,0,0,0,0,0,"Barbeau, Aimee"
55456,2021-fa,BUS,199,Coaching for Success,32,4,0,0,1,0,0,0,0,0,0,0,1,0,"Fletcher, Heather R"
81236,2021-fa,BUS,201,Business Dynamics,0,52,2,1,0,0,0,0,0,0,0,0,0,0,"Sanchez, Carmen J"
34543,2021-fa,BUS,301,Business in Action,11,17,7,7,4,0,0,2,0,0,0,0,0,0,"Ji, Mingshuang"
54559,2021-fa,CEE,190,Project-Based Intro to CEE,7,38,49,35,23,12,6,2,1,3,1,1,1,1,"Roesler, Jeffery R"
79078,2021-fa,CEE,201,Systems Engrg & Economics,19,13,9,16,9,6,1,4,3,2,0,1,3,0,"Meidani, Hadi"
38693,2021-fa,CEE,202,Engineering Risk & Uncertainty,13,18,9,7,8,2,2,2,0,0,0,0,0,0,"Zhao, Lei"
99703,2021-fa,CEE,300,Behavior of Materials,1,4,9,9,13,12,9,7,2,2,2,0,4,0,"Garg, Nishant"
68984,2021-fa,CEE,310,Transportation Engineering,7,9,7,7,6,4,0,2,3,0,0,0,1,0,"Tutumluer, Erol"
58589,2021-fa,CEE,320,Construction Engineering,7,6,10,15,16,5,3,2,0,0,0,0,0,0,"Golparvar Fard, Mani"
54304,2021-fa,CEE,330,Environmental Engineering,4,7,8,8,5,1,1,0,0,0,0,0,0,0,"Nguyen, Thanh H"
32941,2021-fa,CEE,340,Energy and Global Environment,0,18,11,10,4,1,0,1,1,1,0,0,0,0,"Matthews, Megan L"
81558,2021-fa,CEE,350,Water Resources Engineering,2,2,10,3,5,3,1,1,0,0,0,0,0,0,"Konar, Megan"
66504,2021-fa,CEE,360,Structural Engineering,12,14,14,7,9,4,0,1,0,0,0,1,0,0,"Yan, Jinhui"
96148,2021-fa,CEE,380,Geotechnical Engineering,1,9,0,2,3,2,0,3,0,1,2,0,2,0,"Tom, Joe G"
93144,2021-fa,CEE,401,Concrete Materials,3,8,8,3,4,0,1,0,0,0,0,0,0,0,"Henschen, Jacob D"
86244,2021-fa,CEE,406,Pavement Design I,4,6,3,3,3,0,3,4,0,0,0,0,2,0,"Tutumluer, Erol"
59058,2021-fa,CEE,412,High-Speed Rail Engineering,2,17,1,2,2,2,1,0,0,0,0,0,0,0,"Ruppert, Conrad J"
31142,2021-fa,CEE,421,Construction Planning,10,29,6,9,3,0,1,2,1,1,0,0,1,0,"El-Rayes, Khaled A"
32686,2021-fa,CEE,422,Construction Cost Analysis,6,15,14,13,16,2,1,2,0,0,0,0,0,0,"El-Gohary, Nora"
66547,2021-fa,CEE,434,Environmental Systems I,1,10,5,8,8,0,0,1,1,0,0,0,0,0,"Cai, Ximing"
23866,2021-fa,CEE,437,Water Quality Engineering,3,7,3,3,1,2,1,0,0,1,0,0,0,0,"Marinas, Benito J"
82073,2021-fa,CEE,442,"Env Eng Principles, Physical",0,8,8,4,1,0,0,1,0,0,0,0,0,0,"Espinosa Marzal, Rosa M"
66333,2021-fa,CEE,460,Steel Structures I,9,8,4,4,0,0,0,0,0,0,0,0,0,0,"Elbanna, Ahmed"
58792,2021-fa,CEE,463,Reinforced Concrete II,0,10,7,3,1,2,2,1,0,0,1,0,1,0,"Andrawes, Bassem O"
60073,2021-fa,CEE,470,Structural Analysis,1,1,4,2,4,3,1,5,1,3,2,0,7,0,"Duarte, Carlos A"
47126,2021-fa,CEE,471,Structural Mechanics,1,12,11,6,9,4,1,0,0,0,0,0,1,0,"Masud, Arif"
62650,2021-fa,CEE,472,Structural Dynamics I,9,9,4,8,4,2,2,1,0,0,1,0,0,0,"Spencer, B F"
57909,2021-fa,CEE,491,Decision and Risk Analysis,1,8,3,2,0,2,0,3,0,0,0,0,3,1,"Gardoni, Paolo"
31015,2021-fa,CEE,493,Sustainable Design Eng Tech,4,40,7,1,0,1,0,0,0,0,0,0,0,0,"Guest, Jeremy S"
71921,2021-fa,CEE,498,Constr Equipment and Methods,0,10,12,13,4,2,0,0,1,0,1,0,0,0,"Ignacio, Ernest-John D"
17907,2021-fa,CEE,498,Data Science for CEE,0,46,5,3,1,2,0,0,0,0,0,0,0,0,"Tessum, Christopher M"
35713,2021-fa,CEE,498,Theory & Creation of Structure,1,18,3,2,1,0,0,0,0,0,0,0,0,0,"Zhang, Xiaojia"
49373,2021-fa,CEE,508,Pavement Evaluation and Rehab,1,7,1,7,3,1,0,1,0,0,0,0,0,0,"Al-Qadi, Imad L"
94037,2021-fa,CEE,525,Construction Case Studies,2,13,7,7,2,0,0,0,0,0,0,0,0,0,"Liu, Liang Y"
12487,2021-fa,CEE,590,Geotechnical Field Measurement,2,10,3,1,1,2,1,1,0,0,0,0,0,0,"Olson, Scott M"
71685,2021-fa,CHBE,101,Hidden World of Engineering,0,5,11,5,9,0,0,1,0,0,0,0,2,0,"Hammack, William S"
84830,2021-fa,CHBE,221,Principles of CHE,5,8,10,9,7,10,5,9,2,2,1,1,2,0,"Yang, Hong"
30052,2021-fa,CHBE,321,Thermodynamics,5,10,5,5,7,2,3,1,2,0,0,0,0,0,"Kong, Hyun Joon"
99787,2021-fa,CHBE,421,Momentum and Heat Transfer,0,16,13,12,14,14,12,10,6,4,3,0,4,1,"Harley, Brendan A"
56251,2021-fa,CHBE,422,Mass Transfer Operations,1,5,3,4,5,4,0,4,2,0,0,0,0,0,"Su, Xiao"
44227,2021-fa,CHBE,424,Chemical Reaction Engineering,2,7,2,2,11,4,3,12,3,0,2,0,0,0,"Flaherty, David W"
75065,2021-fa,CHBE,430,Unit Operations Laboratory,0,0,44,25,7,1,0,0,0,0,0,0,0,0,"Monye, Uzoma"
37631,2021-fa,CHBE,431,Process Design,6,3,5,22,14,8,4,8,5,0,1,2,1,0,"Floess, Joachim"
46570,2021-fa,CHBE,440,Process Control and Dynamics,1,9,12,12,22,13,12,6,5,0,0,0,0,0,"Shukla, Diwakar"
54221,2021-fa,CHBE,478,Bioenergy Technology,1,5,0,2,4,0,0,5,0,0,3,0,1,0,"Zhao, Huimin"
34734,2021-fa,CHBE,494,Comp Methods in Chemical Engr,10,19,0,4,1,0,0,2,0,0,0,0,0,0,"Rao, Christopher V"
32171,2021-fa,CHBE,494,Statistics in Chemical Engrg,0,13,6,0,8,2,0,1,1,0,0,0,0,0,"Kraft, Mary L"
14806,2021-fa,CHBE,494,Assembly of Functional Materia,2,4,2,3,4,4,1,2,0,0,0,0,0,0,"Diao, Ying"
46438,2021-fa,CHBE,521,Applied Mathematics in CHBE,0,18,3,3,9,1,0,0,0,0,0,0,0,0,"Higdon, Jonathan J"
29804,2021-fa,CHBE,525,Stat Thermo Chem Eng,1,10,2,4,4,2,0,1,0,0,0,0,0,0,"Mironenko, Alexander"
64297,2021-fa,CHBE,551,Chemical Kinetics & Catalysis,3,7,8,7,5,3,0,0,0,0,0,0,0,0,"Peters, Baron G"
68918,2021-fa,CHEM,101,Introductory Chemistry,22,58,16,44,41,34,23,21,14,8,14,15,14,5,"McCarren, Elise M"
85132,2021-fa,CHEM,102,General Chemistry I,10,32,32,31,35,37,60,45,23,5,4,11,14,7,"Gunasekera, Mutha Merenna"
53140,2021-fa,CHEM,103,General Chemistry Lab I,929,419,147,97,76,51,31,32,12,15,12,12,31,11,"Huang, Tina H"
48542,2021-fa,CHEM,104,General Chemistry II,5,30,27,30,55,25,12,21,13,4,6,7,9,5,"Andino Martinez, Jose G"
65934,2021-fa,CHEM,105,General Chemistry Lab II,112,213,114,57,50,19,23,5,6,1,6,1,15,3,"Marville, Kelly"
87339,2021-fa,CHEM,202,Accelerated Chemistry I,4,18,9,14,13,15,9,10,8,3,4,2,5,7,"Decoste, Donald J"
89255,2021-fa,CHEM,203,Accelerated Chemistry Lab I,2,22,11,6,9,6,3,4,0,2,2,2,1,1,"Andino Martinez, Jose G"
14484,2021-fa,CHEM,222,Quantitative Analysis Lecture,8,68,16,13,9,6,2,5,1,3,1,0,1,1,"Shen, Mei"
57737,2021-fa,CHEM,223,Quantitative Analysis Lab,0,15,4,18,30,11,12,17,0,3,6,0,3,2,"Olson, Dean"
15536,2021-fa,CHEM,232,Elementary Organic Chemistry I,15,29,16,14,20,10,8,12,8,3,1,2,8,6,"Axelson, Jordan C"
76347,2021-fa,CHEM,233,Elementary Organic Chem Lab I,34,119,74,34,22,11,3,4,1,1,0,0,3,0,"Kell, David A"
40661,2021-fa,CHEM,236,Fundamental Organic Chem I,0,15,12,11,21,15,15,10,11,0,8,0,4,1,"Chan, Jefferson K"
39345,2021-fa,CHEM,237,Structure and Synthesis,7,24,19,5,16,2,3,17,2,0,0,1,1,2,"White, M C"
92794,2021-fa,CHEM,312,Inorganic Chemistry,3,8,13,5,15,5,4,6,2,1,3,1,5,0,"Fout, Alison R"
70826,2021-fa,CHEM,315,Instrumental Chem Systems Lab,3,19,10,14,10,9,12,16,5,0,1,0,0,0,"Gewirth, Andrew A"
30970,2021-fa,CHEM,332,Elementary Organic Chem II,9,3,11,15,22,16,17,9,3,7,5,1,7,0,"Koerner, Michael"
79692,2021-fa,CHEM,420,Instrumental Characterization,9,90,22,5,5,3,2,1,0,0,0,0,1,0,"Rodriguez Lopez, Joaquin"
50437,2021-fa,CHEM,440,Physical Chemistry Principles,4,7,1,5,6,7,8,9,8,2,2,3,18,1,"Tajkhorshid, Emad"
74343,2021-fa,CHEM,442,Physical Chemistry I,11,8,11,11,6,6,2,0,1,0,1,1,1,0,"Backlund, Mikael P"
53574,2021-fa,CHEM,512,Advanced Inorganic Chemistry,2,4,4,4,5,2,0,0,0,0,0,0,0,0,"Olshansky, Lisa"
24908,2021-fa,CHEM,532,Physical Organic Chemistry,1,9,7,2,12,1,0,0,0,0,0,0,0,0,"van der Donk, Wilfred A"
18198,2021-fa,CHEM,534,Advanced Organic Synthesis,0,4,3,5,8,0,0,1,0,0,0,0,0,0,"Sarlah, David"
63329,2021-fa,CHEM,570,Concepts in Chemical Biology,0,9,6,8,6,2,0,0,0,0,0,0,0,0,"Mehta, Angad P"
72313,2021-fa,CHEM,584,Introduction to Materials Chem,5,9,9,2,8,2,0,0,1,0,0,0,0,0,"Nuzzo, Ralph G"
34104,2021-fa,CHIN,440,Fourth-Year Chinese I,3,8,4,0,3,0,3,0,0,0,0,0,0,0,"Wang, Yuefan"
86873,2021-fa,CHLH,100,Contemporary Health,18,39,14,7,7,6,3,3,6,1,1,0,2,1,"Mejia, Shannon"
41018,2021-fa,CHLH,101,Introduction to Public Health,80,89,27,14,12,5,1,1,0,1,1,0,1,0,"Martenies, Sheena E"
60605,2021-fa,CHLH,125,Orientation KIN & Comm Health,44,49,0,0,28,0,0,7,0,0,4,0,0,1,"Heintz, Hollie"
57649,2021-fa,CHLH,200,Mental Health,0,53,0,0,12,0,0,7,0,0,6,0,3,0,"Gobin, Robyn L"
73478,2021-fa,CHLH,201,Public Health Research Methods,13,36,19,9,2,3,2,4,1,1,0,0,5,0,"Klonoff-Cohen, Hillary"
21984,2021-fa,CHLH,206,Human Sexuality,18,84,30,13,13,8,3,4,0,1,1,1,2,0,"Rinaldi-Miles, Anna I"
47855,2021-fa,CHLH,210,Community Health Organizations,20,20,5,9,10,3,4,3,1,0,1,3,3,0,"Greenwalt, Nancy H"
57952,2021-fa,CHLH,243,Drug Use and Abuse,15,93,34,27,14,13,2,2,0,1,0,0,4,0,"Kersh, Renique"
28909,2021-fa,CHLH,244,Health Statistics,11,9,9,7,5,4,0,0,0,0,0,0,0,1,"Chiu, Chung-Yi"
39170,2021-fa,CHLH,250,Health Care Systems,11,18,19,14,6,6,6,1,2,1,0,1,6,0,"Raj, Minakshi"
98361,2021-fa,CHLH,260,Introduction to Medical Ethics,37,38,11,1,4,2,1,5,1,0,0,0,2,0,"Mamaril, Cezar Brian C"
72746,2021-fa,CHLH,274,Introduction to Epidemiology,35,59,23,22,14,5,8,10,0,0,4,0,8,1,"Pearson, Sara L"
48093,2021-fa,CHLH,304,Foundations of Health Behavior,21,32,15,15,15,5,8,8,4,3,0,1,9,0,"Frasca, Elizabeth A"
83418,2021-fa,CHLH,380,Orientation to Internship,0,73,0,0,15,1,0,6,0,1,0,1,0,0,"Clarke, Caitlin L"
42718,2021-fa,CHLH,404,Gerontology,2,15,0,0,14,0,0,2,0,0,0,0,0,0,"Hernandez, Manuel E"
30868,2021-fa,CHLH,410,Public Health Practice,33,18,2,0,4,3,0,1,1,0,0,0,0,0,"Pearson, Sara L"
12646,2021-fa,CHLH,415,International Health,6,8,13,0,1,2,3,0,0,0,1,3,1,1,"Schwingel, Andiara"
65503,2021-fa,CHLH,421,Health Data Analysis,13,19,13,13,9,7,0,4,3,3,0,3,3,0,"Kang, Hyojung"
41729,2021-fa,CHLH,455,Health Services Financing,17,8,5,1,2,3,0,2,0,0,0,1,0,0,"Mamaril, Cezar Brian C"
40538,2021-fa,CHLH,456,Organization of Health Care,17,3,0,1,0,0,0,0,0,0,0,0,0,0,"Freehill, Ariel N"
76031,2021-fa,CHLH,457,Health Planning,28,7,13,7,3,3,1,0,0,0,0,0,0,0,"Hale, Timothy"
70663,2021-fa,CHLH,458,Health Administration,12,18,9,3,6,4,2,5,2,0,1,0,3,0,"Barnes, Lynette C"
92805,2021-fa,CHLH,494,Counseling Techniques,1,22,0,0,1,0,0,0,0,0,0,0,0,0,"Chiu, Chung-Yi"
70143,2021-fa,CHLH,540,Health Behavior: Theory,1,28,0,0,1,0,0,0,0,0,0,0,0,0,"Lara-Cinisomo, Sandraluz"
91213,2021-fa,CHLH,572,Principles of Epidemiology,20,17,11,3,2,2,0,0,0,0,0,0,0,0,"Lyons, Lee A"
95629,2021-fa,CHLH,594,Health Economics,0,22,0,0,1,0,0,0,0,0,0,0,0,0,"Mamaril, Cezar Brian C"
98878,2021-fa,CHP,199,Honors Uncommon Reads,8,12,4,0,2,1,0,0,1,0,0,0,0,0,"Jackson, Lisa"
11517,2021-fa,CI,210,Intro to Digital Learning Env,0,34,2,0,0,0,0,0,0,0,0,0,1,1,"Lindgren, Robb W"
50814,2021-fa,CI,402,Tchg Diverse Middle Grade Stu,0,18,2,2,1,0,0,0,0,0,0,0,0,0,"Gutzmer, Cara K"
78157,2021-fa,CI,403,Tchg Diverse High School Stu,16,8,1,0,0,1,0,0,0,0,0,0,1,0,"Moermond, Veronica A"
49801,2021-fa,CI,405,Intro Tchg Elem Age Children,0,22,7,2,5,3,2,0,0,0,0,1,0,0,"Dean, Sheila R"
35723,2021-fa,CI,406,Thry Prac in Elem Schl Tch I,0,22,0,3,0,0,0,0,0,0,0,0,0,0,"Taylor, Angelica I"
99771,2021-fa,CI,410,"Middle Schl Inst, Phil, & Str",0,10,7,5,4,1,1,2,0,0,0,0,0,1,"Dean, Sheila R"
39062,2021-fa,CI,415,"Lang Varieties,Cult,& Learning",3,19,3,0,0,2,0,0,0,0,0,0,1,0,"Lomax, Khalila"
46259,2021-fa,CI,422,"Families, Communities, Schools",0,14,4,2,1,0,0,0,0,0,0,0,0,0,"Harris, Jadyn"
71333,2021-fa,CI,430,Teaching Children Mathematics,3,8,5,2,7,2,0,0,0,0,0,0,0,0,"Poetzel, Adam R"
30492,2021-fa,CI,433,Found of Bilingual Educ,0,23,2,0,1,0,0,0,0,0,0,0,0,1,"Martinez Negret, Giselle"
66745,2021-fa,CI,435,Tech Applications for Teachers,8,12,1,0,1,1,0,0,0,0,1,0,0,0,"Tissenbaum, Michael B"
76171,2021-fa,CI,446,Culture in the Classroom,5,10,3,0,2,0,0,0,0,0,0,0,1,1,"Nunez Cortez, Idalia"
25210,2021-fa,CI,450,Tchg Elem Science I,0,15,4,0,3,2,0,0,0,0,0,0,0,0,"Dean, Sheila R"
60512,2021-fa,CI,465,Lang Literacy in EC Educ I,8,13,1,1,0,0,0,0,0,0,0,0,0,1,"Sinha, Shuchi"
54226,2021-fa,CI,467,Princ Tchg Lit to Child Youth,2,18,0,1,0,0,0,0,0,0,0,0,0,0,"Putri, Noerhayati I"
83602,2021-fa,CI,476,Teach Elem & Mid Lang Arts,0,25,1,1,1,0,0,0,0,0,0,0,0,0,"MacGregor, Nancy A"
25791,2021-fa,CI,480,Intro to CS for CS Teachers,0,18,2,1,1,1,0,0,0,0,0,0,0,0,"Paquette, Luc"
12649,2021-fa,CI,501,Curr Dev for the 21st Century,14,7,2,0,2,0,0,0,0,0,0,0,0,1,"Dornfeld Tissen, Catherin"
88677,2021-fa,CI,507,Linguistics for Classrm Teach,20,7,0,0,1,0,0,0,0,0,0,0,1,0,"Thorstensson Da, Liv S"
60163,2021-fa,CLCV,100,Vocab Building-GRK & LAT Roots,2,0,3,1,2,3,2,1,0,1,2,3,20,0,"Augoustakis, Antonios"
58865,2021-fa,CLCV,102,Medical Terms-GRK & LAT Roots,63,11,7,0,1,0,0,0,0,0,0,0,1,0,"Furner, Jeremy W"
47660,2021-fa,CLCV,114,Introduction to Greek Culture,10,16,9,7,3,6,3,3,1,0,1,0,2,0,"Sanders, Kirk"
53451,2021-fa,CLCV,115,Mythology of Greece and Rome,8,12,4,1,2,1,0,0,0,0,1,0,1,1,"Cornell, Megan E"
